Data,Ora,Data Valore,Prodotto,ISIN,Descrizione,Borsa,Variazioni,,Saldo,,ID Ordine
20-08-2020,13:45,20-08-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-482.52,EUR,0.00,
19-08-2020,12:03,18-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 490,221 a 0,9843 EUR",,EUR,2.11,EUR,482.52,
12-08-2020,12:03,11-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 6,8975 a 0,9844 EUR",,EUR,-0.03,EUR,480.42,
11-08-2020,15:32,11-08-2020,CONSOLIDATED COMMUNICA,US2090341072,Prelievo FX,1.1777,USD,-8.58,USD,0.00,ec73a00c-10d5-468e-88ca-d29311ec808f
11-08-2020,15:32,11-08-2020,CONSOLIDATED COMMUNICA,US2090341072,Credito FX,,EUR,7.29,EUR,480.44,ec73a00c-10d5-468e-88ca-d29311ec808f
11-08-2020,15:32,11-08-2020,CONSOLIDATED COMMUNICA,US2090341072,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,473.15,ec73a00c-10d5-468e-88ca-d29311ec808f
11-08-2020,15:32,11-08-2020,CONSOLIDATED COMMUNICA,US2090341072,"Vendita 1 CONSOLIDATED COMMUNICA@8,58 USD (US2090341072)",,USD,8.58,USD,8.58,ec73a00c-10d5-468e-88ca-d29311ec808f
05-08-2020,12:04,04-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 19,4595 a 0,9846 EUR",,EUR,0.09,EUR,473.65,
04-08-2020,15:30,04-08-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,Credito FX,1.1716,USD,21.86,USD,0.00,875526a6-b010-46c3-8c23-1e7dab2fafe8
04-08-2020,15:30,04-08-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,Prelievo FX,,EUR,-18.66,EUR,473.56,875526a6-b010-46c3-8c23-1e7dab2fafe8
04-08-2020,15:30,04-08-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,492.22,875526a6-b010-46c3-8c23-1e7dab2fafe8
04-08-2020,15:30,04-08-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,"Acquisto 1 VIRGIN GALACTIC HOLDINGS INC. COMMON STOCK@21,86 USD (US92766K1060)",,USD,-21.86,USD,-21.86,875526a6-b010-46c3-8c23-1e7dab2fafe8
04-08-2020,14:15,03-08-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 13,055 a 0,9846 EUR",,EUR,-0.06,EUR,492.72,
03-08-2020,09:00,03-08-2020,HERA,IT0001250932,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,492.79,323e57d7-7770-42eb-b407-1029260835a5
03-08-2020,09:00,03-08-2020,HERA,IT0001250932,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,493.29,323e57d7-7770-42eb-b407-1029260835a5
03-08-2020,09:00,03-08-2020,HERA,IT0001250932,"Vendita 4 HERA@3,286 EUR (IT0001250932)",,EUR,13.14,EUR,493.30,323e57d7-7770-42eb-b407-1029260835a5
01-08-2020,09:05,31-07-2020,,,Prelievo FX,,EUR,0.22,EUR,480.16,
01-08-2020,09:05,31-07-2020,,,Prelievo FX,1.1790,USD,-0.27,USD,0.00,
01-08-2020,08:14,31-07-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.27,
01-08-2020,08:14,31-07-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,0.18,
01-08-2020,08:09,31-07-2020,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,0.30,USD,0.21,
01-08-2020,08:09,31-07-2020,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.09,USD,-0.09,
30-07-2020,12:04,29-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 0,0203 a 0,9846 EUR",,,,EUR,479.94,
29-07-2020,08:38,28-07-2020,,,Prelievo FX,,EUR,0.02,EUR,479.94,
29-07-2020,08:38,28-07-2020,,,Prelievo FX,1.1728,USD,-0.03,USD,0.00,
28-07-2020,12:03,27-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 14,5831 a 0,9847 EUR",,EUR,-0.07,EUR,479.92,
28-07-2020,07:43,27-07-2020,GENERAL ELECTRIC COMPA,US3696041033,Dividendo,,USD,0.04,USD,0.03,
28-07-2020,07:43,27-07-2020,GENERAL ELECTRIC COMPA,US3696041033,Ritenuta sul dividendo,,USD,-0.01,USD,-0.01,
27-07-2020,16:36,27-07-2020,CORECIVIC,US21871N1019,Prelievo FX,1.1782,USD,-17.52,USD,0.00,f79bd143-575b-4f1f-931e-2fa550bf631d
27-07-2020,16:36,27-07-2020,CORECIVIC,US21871N1019,Credito FX,,EUR,14.87,EUR,479.98,f79bd143-575b-4f1f-931e-2fa550bf631d
27-07-2020,16:36,27-07-2020,CORECIVIC,US21871N1019,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,465.11,f79bd143-575b-4f1f-931e-2fa550bf631d
27-07-2020,16:36,27-07-2020,CORECIVIC,US21871N1019,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,465.61,f79bd143-575b-4f1f-931e-2fa550bf631d
27-07-2020,16:36,27-07-2020,CORECIVIC,US21871N1019,"Vendita 2 CoreCivic@8,76 USD (US21871N1019)",,USD,17.52,USD,17.52,f79bd143-575b-4f1f-931e-2fa550bf631d
24-07-2020,12:44,23-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 0,2539 a 0,9847 EUR",,,,EUR,465.62,
23-07-2020,07:44,22-07-2020,ENEL .,IT0003128367,Dividendo,,EUR,0.34,EUR,465.62,
23-07-2020,07:44,22-07-2020,ENEL .,IT0003128367,Ritenuta sul dividendo,,EUR,-0.09,EUR,465.28,
15-07-2020,00:00,14-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,Variazione di prezzo Fondo Comune Monetario (EUR),,EUR,-4.75,EUR,465.37,
10-07-2020,12:03,09-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 0,3046 a 0,985 EUR",,,,EUR,470.12,
09-07-2020,04:12,08-07-2020,HERA,IT0001250932,Dividendo,,EUR,0.40,EUR,470.12,
09-07-2020,04:12,08-07-2020,HERA,IT0001250932,Ritenuta sul dividendo,,EUR,-0.10,EUR,469.72,
03-07-2020,12:03,02-07-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 0,0507 a 0,9851 EUR",,,,EUR,469.82,
02-07-2020,07:10,01-07-2020,,,Prelievo FX,,EUR,0.05,EUR,469.82,
02-07-2020,07:10,01-07-2020,,,Prelievo FX,1.1264,USD,-0.06,USD,0.00,
01-07-2020,10:46,30-06-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.06,
01-07-2020,10:46,30-06-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
24-06-2020,12:05,23-06-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 13,0823 a 0,9853 EUR",,EUR,0.06,EUR,469.77,
23-06-2020,16:12,23-06-2020,ADVANCED EMISSIONS SOL,US00770C1018,Prelievo FX,1.1350,USD,-15.21,USD,0.00,bc686b37-4a92-4410-9cc9-da911c4d8b41
23-06-2020,16:12,23-06-2020,ADVANCED EMISSIONS SOL,US00770C1018,Credito FX,,EUR,13.40,EUR,469.71,bc686b37-4a92-4410-9cc9-da911c4d8b41
23-06-2020,16:12,23-06-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,456.31,bc686b37-4a92-4410-9cc9-da911c4d8b41
23-06-2020,16:12,23-06-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,456.81,bc686b37-4a92-4410-9cc9-da911c4d8b41
23-06-2020,16:12,23-06-2020,ADVANCED EMISSIONS SOL,US00770C1018,"Vendita 3 ADVANCED EMISSIONS SOL@5,07 USD (US00770C1018)",,USD,15.21,USD,15.21,bc686b37-4a92-4410-9cc9-da911c4d8b41
12-06-2020,12:05,11-06-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 52,324 a 0,9854 EUR",,EUR,-0.24,EUR,456.82,
11-06-2020,21:52,11-06-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,Credito FX,1.1292,USD,57.64,USD,0.00,1a7e018d-09f0-460c-8434-6bf1124952f8
11-06-2020,21:52,11-06-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,Prelievo FX,,EUR,-51.05,EUR,457.06,1a7e018d-09f0-460c-8434-6bf1124952f8
11-06-2020,21:52,11-06-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,508.11,1a7e018d-09f0-460c-8434-6bf1124952f8
11-06-2020,21:52,11-06-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,508.61,1a7e018d-09f0-460c-8434-6bf1124952f8
11-06-2020,21:52,11-06-2020,VIRGIN GALACTIC HOLDINGS INC. COMMON,US92766K1060,"Acquisto 4 VIRGIN GALACTIC HOLDINGS INC. COMMON STOCK@14,41 USD (US92766K1060)",,USD,-57.64,USD,-57.64,1a7e018d-09f0-460c-8434-6bf1124952f8
22-05-2020,12:04,21-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 26,2656 a 0,9857 EUR",,EUR,-0.11,EUR,508.62,
21-05-2020,12:04,20-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 15,6537 a 0,9857 EUR",,EUR,-0.07,EUR,508.73,
21-05-2020,07:55,20-05-2020,ENI .,IT0003132476,Dividendo,,EUR,0.86,EUR,508.80,
21-05-2020,07:55,20-05-2020,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.22,EUR,507.94,
20-05-2020,19:26,20-05-2020,GLADSTONE LAND CORPORA,US3765491010,Credito FX,1.0970,USD,28.54,USD,0.00,741c2b18-7654-40f2-a44d-3f8e434010bb
20-05-2020,19:26,20-05-2020,GLADSTONE LAND CORPORA,US3765491010,Prelievo FX,,EUR,-26.02,EUR,508.16,741c2b18-7654-40f2-a44d-3f8e434010bb
20-05-2020,19:26,20-05-2020,GLADSTONE LAND CORPORA,US3765491010,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,534.18,741c2b18-7654-40f2-a44d-3f8e434010bb
20-05-2020,19:26,20-05-2020,GLADSTONE LAND CORPORA,US3765491010,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,534.68,741c2b18-7654-40f2-a44d-3f8e434010bb
20-05-2020,19:26,20-05-2020,GLADSTONE LAND CORPORA,US3765491010,"Acquisto 2 GLADSTONE LAND CORPORA@14,27 USD (US3765491010)",,USD,-28.54,USD,-28.54,741c2b18-7654-40f2-a44d-3f8e434010bb
20-05-2020,15:43,19-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Acquisto 7,8522 a 0,9857 EUR",,EUR,0.03,EUR,534.69,
19-05-2020,20:47,19-05-2020,FORD MOTOR COMPANY COM,US3453708600,Credito FX,1.0940,USD,16.32,USD,0.00,c18275cc-9ca6-4f29-bb8a-a3d6a6fce5d7
19-05-2020,20:47,19-05-2020,FORD MOTOR COMPANY COM,US3453708600,Prelievo FX,,EUR,-14.92,EUR,534.65,c18275cc-9ca6-4f29-bb8a-a3d6a6fce5d7
19-05-2020,20:47,19-05-2020,FORD MOTOR COMPANY COM,US3453708600,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,549.57,c18275cc-9ca6-4f29-bb8a-a3d6a6fce5d7
19-05-2020,20:47,19-05-2020,FORD MOTOR COMPANY COM,US3453708600,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,550.07,c18275cc-9ca6-4f29-bb8a-a3d6a6fce5d7
19-05-2020,20:47,19-05-2020,FORD MOTOR COMPANY COM,US3453708600,"Acquisto 3 FORD MOTOR COMPANY COM@5,44 USD (US3453708600)",,USD,-16.32,USD,-16.32,c18275cc-9ca6-4f29-bb8a-a3d6a6fce5d7
19-05-2020,15:21,19-05-2020,AUTOGRILL SPA,IT0001137345,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,550.08,820c04a5-b249-434e-aedc-0c77cfcf5d8e
19-05-2020,15:21,19-05-2020,AUTOGRILL SPA,IT0001137345,"Vendita 2 AUTOGRILL SPA@4,12 EUR (IT0001137345)",,EUR,8.24,EUR,550.58,820c04a5-b249-434e-aedc-0c77cfcf5d8e
14-05-2020,14:01,13-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 13,6133 a 0,9858 EUR",,EUR,-0.06,EUR,542.34,
13-05-2020,15:33,13-05-2020,GENERAL ELECTRIC COMPA,US3696041033,Credito FX,1.0854,USD,11.88,USD,0.00,8a03a148-91c5-474b-9d85-7c1299cddc1e
13-05-2020,15:33,13-05-2020,GENERAL ELECTRIC COMPA,US3696041033,Prelievo FX,,EUR,-10.95,EUR,542.41,8a03a148-91c5-474b-9d85-7c1299cddc1e
13-05-2020,15:33,13-05-2020,GENERAL ELECTRIC COMPA,US3696041033,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,553.36,8a03a148-91c5-474b-9d85-7c1299cddc1e
13-05-2020,15:33,13-05-2020,GENERAL ELECTRIC COMPA,US3696041033,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,553.86,8a03a148-91c5-474b-9d85-7c1299cddc1e
13-05-2020,15:33,13-05-2020,GENERAL ELECTRIC COMPA,US3696041033,"Acquisto 2 GENERAL ELECTRIC COMPA@5,94 USD (US3696041033)",,USD,-11.88,USD,-11.88,8a03a148-91c5-474b-9d85-7c1299cddc1e
12-05-2020,21:46,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,Prelievo FX,1.0862,USD,-15.63,USD,0.00,31b6f0b8-d5a8-43de-be86-57272855f352
12-05-2020,21:46,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,Credito FX,,EUR,14.39,EUR,553.87,31b6f0b8-d5a8-43de-be86-57272855f352
12-05-2020,21:46,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,539.48,31b6f0b8-d5a8-43de-be86-57272855f352
12-05-2020,21:46,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,539.98,31b6f0b8-d5a8-43de-be86-57272855f352
12-05-2020,21:46,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,"Vendita 3 ADVANCED EMISSIONS SOL@5,21 USD (US00770C1018)",,USD,15.63,USD,15.63,31b6f0b8-d5a8-43de-be86-57272855f352
12-05-2020,16:05,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,Credito FX,1.0864,USD,16.65,USD,0.00,94df6688-be28-4113-9605-025c0e24ddbe
12-05-2020,16:05,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,Prelievo FX,,EUR,-15.33,EUR,539.99,94df6688-be28-4113-9605-025c0e24ddbe
12-05-2020,16:05,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,555.32,94df6688-be28-4113-9605-025c0e24ddbe
12-05-2020,16:05,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,555.82,94df6688-be28-4113-9605-025c0e24ddbe
12-05-2020,16:05,12-05-2020,ADVANCED EMISSIONS SOL,US00770C1018,"Acquisto 3 ADVANCED EMISSIONS SOL@5,55 USD",,USD,-16.65,USD,-16.65,94df6688-be28-4113-
,,,,,(US00770C1018),,,,,,9605-025c0e24ddbe
05-05-2020,12:05,04-05-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 69,8276 a 0,986 EUR",,EUR,-0.28,EUR,555.83,
01-05-2020,17:36,01-05-2020,CORECIVIC,US21871N1019,Credito FX,1.0995,USD,24.02,USD,0.00,b511a9f6-07c7-4ac8-aaf7-ae484c4a5e56
01-05-2020,17:36,01-05-2020,CORECIVIC,US21871N1019,Prelievo FX,,EUR,-21.85,EUR,556.11,b511a9f6-07c7-4ac8-aaf7-ae484c4a5e56
01-05-2020,17:36,01-05-2020,CORECIVIC,US21871N1019,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,577.96,b511a9f6-07c7-4ac8-aaf7-ae484c4a5e56
01-05-2020,17:36,01-05-2020,CORECIVIC,US21871N1019,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,578.46,b511a9f6-07c7-4ac8-aaf7-ae484c4a5e56
01-05-2020,17:36,01-05-2020,CORECIVIC,US21871N1019,"Acquisto 2 CoreCivic@12,01 USD (US21871N1019)",,USD,-24.02,USD,-24.02,b511a9f6-07c7-4ac8-aaf7-ae484c4a5e56
01-05-2020,17:04,30-04-2020,,,DEGIRO Exchange Connection Fee 2020 (New York Stock Exchange - NSY),,EUR,-1.87,EUR,578.47,
01-05-2020,15:30,01-05-2020,OUTFRONT MEDIA INC. CO,US69007J1060,Credito FX,1.0967,USD,29.58,USD,0.00,e561f36e-7b13-4772-a0b4-154303aa6b3c
01-05-2020,15:30,01-05-2020,OUTFRONT MEDIA INC. CO,US69007J1060,Prelievo FX,,EUR,-26.97,EUR,580.34,e561f36e-7b13-4772-a0b4-154303aa6b3c
01-05-2020,15:30,01-05-2020,OUTFRONT MEDIA INC. CO,US69007J1060,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,607.31,e561f36e-7b13-4772-a0b4-154303aa6b3c
01-05-2020,15:30,01-05-2020,OUTFRONT MEDIA INC. CO,US69007J1060,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,607.81,e561f36e-7b13-4772-a0b4-154303aa6b3c
01-05-2020,15:30,01-05-2020,OUTFRONT MEDIA INC. CO,US69007J1060,"Acquisto 2 OUTFRONT MEDIA INC. CO@14,79 USD (US69007J1060)",,USD,-29.58,USD,-29.58,e561f36e-7b13-4772-a0b4-154303aa6b3c
30-04-2020,18:05,30-04-2020,RITHM CAPITAL CORP,US64828T2015,Credito FX,1.0914,USD,18.15,USD,0.00,1d4de5c2-ce83-4cb3-a9a7-4f8dc9d70c91
30-04-2020,18:05,30-04-2020,RITHM CAPITAL CORP,US64828T2015,Prelievo FX,,EUR,-16.63,EUR,607.82,1d4de5c2-ce83-4cb3-a9a7-4f8dc9d70c91
30-04-2020,18:05,30-04-2020,RITHM CAPITAL CORP,US64828T2015,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,624.45,1d4de5c2-ce83-4cb3-a9a7-4f8dc9d70c91
30-04-2020,18:05,30-04-2020,RITHM CAPITAL CORP,US64828T2015,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,624.95,1d4de5c2-ce83-4cb3-a9a7-4f8dc9d70c91
30-04-2020,18:05,30-04-2020,RITHM CAPITAL CORP,US64828T2015,"Acquisto 3 Rithm Capital Corp@6,05 USD (US64828T2015)",,USD,-18.15,USD,-18.15,1d4de5c2-ce83-4cb3-a9a7-4f8dc9d70c91
30-04-2020,12:05,29-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 12,9938 a 0,986 EUR",,EUR,-0.05,EUR,624.96,
28-04-2020,16:56,28-04-2020,GENERAL ELECTRIC COMPA,US3696041033,Credito FX,1.0832,USD,13.32,USD,0.00,0cb80ec7-9d3e-4367-b3ca-0b9f42e4413f
28-04-2020,16:56,28-04-2020,GENERAL ELECTRIC COMPA,US3696041033,Prelievo FX,,EUR,-12.30,EUR,625.01,0cb80ec7-9d3e-4367-b3ca-0b9f42e4413f
28-04-2020,16:56,28-04-2020,GENERAL ELECTRIC COMPA,US3696041033,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,637.31,0cb80ec7-9d3e-4367-b3ca-0b9f42e4413f
28-04-2020,16:56,28-04-2020,GENERAL ELECTRIC COMPA,US3696041033,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,637.81,0cb80ec7-9d3e-4367-b3ca-0b9f42e4413f
28-04-2020,16:56,28-04-2020,GENERAL ELECTRIC COMPA,US3696041033,"Acquisto 2 GENERAL ELECTRIC COMPA@6,66 USD (US3696041033)",,USD,-13.32,USD,-13.32,0cb80ec7-9d3e-4367-b3ca-0b9f42e4413f
24-04-2020,12:04,23-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 18,701 a 0,986 EUR",,EUR,-0.07,EUR,637.82,
22-04-2020,18:41,22-04-2020,ADVANCED EMISSIONS SOL,US00770C1018,Credito FX,1.0807,USD,19.38,USD,0.00,39b8d1cc-9917-436a-a44e-f4efcf6dd845
22-04-2020,18:41,22-04-2020,ADVANCED EMISSIONS SOL,US00770C1018,Prelievo FX,,EUR,-17.93,EUR,637.89,39b8d1cc-9917-436a-a44e-f4efcf6dd845
22-04-2020,18:41,22-04-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,655.82,39b8d1cc-9917-436a-a44e-f4efcf6dd845
22-04-2020,18:41,22-04-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,656.32,39b8d1cc-9917-436a-a44e-f4efcf6dd845
22-04-2020,18:41,22-04-2020,ADVANCED EMISSIONS SOL,US00770C1018,"Acquisto 3 ADVANCED EMISSIONS SOL@6,46 USD (US00770C1018)",,USD,-19.38,USD,-19.38,39b8d1cc-9917-436a-a44e-f4efcf6dd845
08-04-2020,12:05,07-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 10,5947 a 0,9863 EUR",,EUR,-0.04,EUR,656.33,
06-04-2020,16:36,06-04-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Credito FX,1.0788,USD,10.66,USD,0.00,5872943d-3c64-49ff-
,,,,,,,,,,,af74-b0103ae52f92
06-04-2020,16:36,06-04-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Prelievo FX,,EUR,-9.88,EUR,656.36,5872943d-3c64-49ff-af74-b0103ae52f92
06-04-2020,16:36,06-04-2020,STONEMOR INC. COMMON STOCK,US86184W1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,666.24,5872943d-3c64-49ff-af74-b0103ae52f92
06-04-2020,16:36,06-04-2020,STONEMOR INC. COMMON STOCK,US86184W1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.07,EUR,666.74,5872943d-3c64-49ff-af74-b0103ae52f92
06-04-2020,16:36,06-04-2020,STONEMOR INC. COMMON STOCK,US86184W1062,"Acquisto 19 STONEMOR INC. COMMON STOCK@0,561 USD (US86184W1062)",,USD,-10.66,USD,-10.66,5872943d-3c64-49ff-af74-b0103ae52f92
02-04-2020,12:06,01-04-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 5,699 a 0,9864 EUR",,EUR,-0.02,EUR,666.81,
01-04-2020,11:20,31-03-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Paris - EPA),,EUR,-1.87,EUR,666.84,
01-04-2020,11:20,31-03-2020,,,DEGIRO Exchange Connection Fee 2020 (Nasdaq - NDQ),,EUR,-1.87,EUR,668.71,
01-04-2020,11:20,31-03-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Amsterdam - EAM),,EUR,-1.87,EUR,670.58,
01-04-2020,10:14,31-03-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 40,1815 a 0,9865 EUR",,EUR,-0.14,EUR,672.45,
31-03-2020,09:35,31-03-2020,HERA,IT0001250932,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,672.59,7df66a21-3048-46ec-93f1-452f30ee3ab8
31-03-2020,09:35,31-03-2020,HERA,IT0001250932,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,673.09,7df66a21-3048-46ec-93f1-452f30ee3ab8
31-03-2020,09:35,31-03-2020,HERA,IT0001250932,Imposta sulle Transazioni Finanziarie Italiana,,EUR,-0.01,EUR,673.10,7df66a21-3048-46ec-93f1-452f30ee3ab8
31-03-2020,09:35,31-03-2020,HERA,IT0001250932,"Acquisto 4 HERA@3,33 EUR (IT0001250932)",,EUR,-13.32,EUR,673.11,7df66a21-3048-46ec-93f1-452f30ee3ab8
31-03-2020,09:05,31-03-2020,ISHARES S&P 500,IE0031442068,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-2.00,EUR,686.43,a63d4d96-c145-4a4e-a2e2-2629874251bb
31-03-2020,09:05,31-03-2020,ISHARES S&P 500,IE0031442068,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,688.43,a63d4d96-c145-4a4e-a2e2-2629874251bb
31-03-2020,09:05,31-03-2020,ISHARES S&P 500,IE0031442068,"Acquisto 1 ISHARES S&P 500@23,803 EUR (IE0031442068)",,EUR,-23.80,EUR,688.44,a63d4d96-c145-4a4e-a2e2-2629874251bb
30-03-2020,12:05,27-03-2020,FUNDSHARE UCITS EUR CASH FUND,NL0010661914,"Conversione Fondo Comune Monetario: Vendita 9,1323 a 0,9868 EUR",,EUR,-0.03,EUR,712.25,
27-03-2020,10:35,27-03-2020,AUTOGRILL SPA,IT0001137345,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,712.27,c13685d4-04cf-4d8e-85d1-8675e6d09629
27-03-2020,10:35,27-03-2020,AUTOGRILL SPA,IT0001137345,Imposta sulle Transazioni Finanziarie Italiana,,EUR,-0.01,EUR,712.77,c13685d4-04cf-4d8e-85d1-8675e6d09629
27-03-2020,10:35,27-03-2020,AUTOGRILL SPA,IT0001137345,"Acquisto 2 AUTOGRILL SPA@4,25 EUR (IT0001137345)",,EUR,-8.50,EUR,712.78,c13685d4-04cf-4d8e-85d1-8675e6d09629
