Data,Ora,Data Valore,Prodotto,ISIN,Descrizione,Borsa,Variazioni,,Saldo,,ID Ordine
30-11-2021,10:46,29-11-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 63,68 EUR",,,,EUR,1620.29,
30-11-2021,10:46,29-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,63.68,EUR,1683.97,
29-11-2021,21:37,29-11-2021,AT&T INC.,US00206R1023,Credito FX,1.1269,USD,71.76,USD,0.00,8aa84edd-ccab-48e9-8eb8-a809455634d7
29-11-2021,21:37,29-11-2021,AT&T INC.,US00206R1023,Prelievo FX,,EUR,-63.68,EUR,1620.29,8aa84edd-ccab-48e9-8eb8-a809455634d7
29-11-2021,21:37,29-11-2021,AT&T INC.,US00206R1023,"Acquisto 3 AT&T INC.@23,92 USD (US00206R1023)",,USD,-71.76,USD,-71.76,8aa84edd-ccab-48e9-8eb8-a809455634d7
26-11-2021,18:47,26-11-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,89 EUR",,,,EUR,1683.97,
26-11-2021,18:47,26-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.89,EUR,1683.08,
26-11-2021,07:38,25-11-2021,,,Credito FX,,EUR,0.89,EUR,1683.97,
26-11-2021,07:38,25-11-2021,,,Prelievo FX,1.1221,USD,-1.00,USD,0.00,
25-11-2021,09:15,24-11-2021,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,Dividendo,,USD,1.00,USD,1.00,
23-11-2021,11:03,22-11-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 49,98 EUR",,,,EUR,1683.08,
23-11-2021,11:03,22-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,49.98,EUR,1733.06,
22-11-2021,21:07,22-11-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,Credito FX,1.1224,USD,56.10,USD,0.00,14481c8c-f99c-46c1-8386-e726b7ca7838
22-11-2021,21:07,22-11-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,Prelievo FX,,EUR,-49.98,EUR,1683.08,14481c8c-f99c-46c1-8386-e726b7ca7838
22-11-2021,21:07,22-11-2021,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,"Acquisto 51 ADR on Ambow Education Holding Ltd@1,1 USD (US02322P2002)",,USD,-56.10,USD,-56.10,14481c8c-f99c-46c1-8386-e726b7ca7838
19-11-2021,10:16,18-11-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 47,59 EUR",,,,EUR,1733.06,
19-11-2021,10:16,18-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,47.59,EUR,1780.65,
18-11-2021,15:30,18-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,Credito FX,1.1330,USD,53.30,USD,0.00,11757342-026c-487d-afba-9ef58ca5b5cc
18-11-2021,15:30,18-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,Prelievo FX,,EUR,-47.04,EUR,1733.06,11757342-026c-487d-afba-9ef58ca5b5cc
18-11-2021,15:30,18-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.05,EUR,1780.10,11757342-026c-487d-afba-9ef58ca5b5cc
18-11-2021,15:30,18-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1780.15,11757342-026c-487d-afba-9ef58ca5b5cc
18-11-2021,15:30,18-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,"Acquisto 13 ADR on Turkcell Iletisim Hizmetleri@4,1 USD (US9001112047)",,USD,-53.30,USD,-53.30,11757342-026c-487d-afba-9ef58ca5b5cc
18-11-2021,10:33,17-11-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 44,26 EUR",,,,EUR,1780.65,
18-11-2021,10:33,17-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,44.26,EUR,1824.91,
17-11-2021,21:58,17-11-2021,PYXIS TANKERS INC - W/I,MHY717261066,Credito FX,1.1312,USD,56.21,USD,0.00,a7b14ba3-383f-44bd-8f48-b6d863fc1bb8
17-11-2021,21:58,17-11-2021,PYXIS TANKERS INC - W/I,MHY717261066,Prelievo FX,,EUR,-49.69,EUR,1780.65,a7b14ba3-383f-44bd-8f48-b6d863fc1bb8
17-11-2021,21:58,17-11-2021,PYXIS TANKERS INC - W/I,MHY717261066,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.29,EUR,1830.34,a7b14ba3-383f-44bd-8f48-b6d863fc1bb8
17-11-2021,21:58,17-11-2021,PYXIS TANKERS INC - W/I,MHY717261066,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1830.63,a7b14ba3-383f-44bd-8f48-b6d863fc1bb8
17-11-2021,21:58,17-11-2021,PYXIS TANKERS INC - W/I,MHY717261066,"Acquisto 83 PYXIS TANKERS INC - W/I@0,6772 USD (MHY717261066)",,USD,-56.21,USD,-56.21,a7b14ba3-383f-44bd-8f48-b6d863fc1bb8
17-11-2021,11:04,16-11-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,17 EUR",,,,EUR,1831.13,
17-11-2021,11:04,16-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.17,EUR,1830.96,
17-11-2021,07:37,16-11-2021,,,Credito FX,,EUR,6.22,EUR,1831.13,
17-11-2021,07:37,16-11-2021,,,Prelievo FX,1.1331,USD,-7.05,USD,0.00,
16-11-2021,11:56,16-11-2021,REALTY INCOME CORPORAT,US7561091049,Costo dell’azione,,USD,6.45,USD,7.05,
16-11-2021,11:34,15-11-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,81 EUR",,,,EUR,1824.91,
16-11-2021,11:34,15-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.81,EUR,1824.10,
16-11-2021,09:25,15-11-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.71,USD,0.60,
16-11-2021,09:25,15-11-2021,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
16-11-2021,07:38,15-11-2021,,,Credito FX,,EUR,0.17,EUR,1824.91,
16-11-2021,07:38,15-11-2021,,,Prelievo FX,1.1379,USD,-0.20,USD,0.00,
15-11-2021,13:48,15-11-2021,ORION OFFICE REIT INC. COMMON STOCK,US68629Y1038,SCISSIONE: Acquisto 0 ORION OFFICE REIT INC. COMMON STOCK@0 USD (US68629Y1038),,USD,0.00,USD,0.20,
15-11-2021,07:34,12-11-2021,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,Dividendo,,USD,0.20,USD,0.20,
13-11-2021,07:37,12-11-2021,,,Credito FX,,EUR,0.81,EUR,1824.74,
13-11-2021,07:37,12-11-2021,,,Prelievo FX,1.1454,USD,-0.93,USD,0.00,
12-11-2021,07:31,11-11-2021,APPLE INC. - COMMON ST,US0378331005,Dividendo,,USD,1.10,USD,0.93,
12-11-2021,07:31,11-11-2021,APPLE INC. - COMMON ST,US0378331005,Ritenuta sul dividendo,,USD,-0.17,USD,-0.17,
03-11-2021,11:48,02-11-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 4,07 EUR",,,,EUR,1823.93,
03-11-2021,11:48,02-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-4.07,EUR,1819.86,
02-11-2021,12:33,01-11-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 25,03 EUR",,,,EUR,1823.93,
02-11-2021,12:33,01-11-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,25.03,EUR,1848.96,
02-11-2021,07:35,01-11-2021,,,Credito FX,,EUR,4.07,EUR,1823.93,
02-11-2021,07:35,01-11-2021,,,Prelievo FX,1.1618,USD,-4.73,USD,0.00,
01-11-2021,19:37,01-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,Credito FX,1.1594,USD,28.56,USD,4.73,5edea623-5759-4e8f-b72e-a4b6f8699b69
01-11-2021,19:37,01-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,Prelievo FX,,EUR,-24.63,EUR,1819.86,5edea623-5759-4e8f-b72e-a4b6f8699b69
01-11-2021,19:37,01-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.02,EUR,1844.49,5edea623-5759-4e8f-b72e-a4b6f8699b69
01-11-2021,19:37,01-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1844.51,5edea623-5759-4e8f-b72e-a4b6f8699b69
01-11-2021,19:37,01-11-2021,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,"Acquisto 7 ADR on Turkcell Iletisim Hizmetleri@4,08 USD (US9001112047)",,USD,-28.56,USD,-23.83,5edea623-5759-4e8f-b72e-a4b6f8699b69
01-11-2021,13:50,01-11-2021,AT&T INC.,US00206R1023,Dividendo,,USD,1.56,USD,4.73,
01-11-2021,13:50,01-11-2021,AT&T INC.,US00206R1023,Ritenuta sul dividendo,,USD,-0.23,USD,3.17,
01-11-2021,07:40,29-10-2021,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,4.00,USD,3.40,
01-11-2021,07:40,29-10-2021,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.60,USD,-0.60,
31-10-2021,07:30,29-10-2021,,,Credito FX,,EUR,0.12,EUR,1845.01,
31-10-2021,07:30,29-10-2021,,,Prelievo FX,1.1572,USD,-0.15,USD,0.00,
30-10-2021,07:27,29-10-2021,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
30-10-2021,07:27,29-10-2021,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
28-10-2021,10:47,27-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 80,4 EUR",,,,EUR,1844.89,
28-10-2021,10:47,27-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,80.40,EUR,1925.29,
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,Credito FX,1.1609,USD,23.18,USD,0.00,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,Prelievo FX,,EUR,-19.97,EUR,1844.89,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1864.86,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,Credito FX,1.1609,USD,69.54,USD,-23.18,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,Prelievo FX,,EUR,-59.90,EUR,1864.87,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.02,EUR,1924.77,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1924.79,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,"Acquisto 2 NATURAL GAS SERVICES G@11,59 USD (US63886Q1094)",,USD,-23.18,USD,-92.72,aa8e8b1f-db67-4d7e-a414-0857c49699bc
27-10-2021,15:30,27-10-2021,NATURAL GAS SERVICES G,US63886Q1094,"Acquisto 6 NATURAL GAS SERVICES G@11,59 USD (US63886Q1094)",,USD,-69.54,USD,-69.54,aa8e8b1f-db67-4d7e-a414-0857c49699bc
25-10-2021,10:16,22-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,16 EUR",,,,EUR,1925.29,
25-10-2021,10:16,22-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.16,EUR,1925.45,
22-10-2021,07:35,21-10-2021,,,Prelievo FX,,EUR,-0.16,EUR,1925.29,
22-10-2021,07:35,21-10-2021,,,Credito FX,1.1614,USD,0.19,USD,0.00,
21-10-2021,10:57,20-10-2021,ADR ON FINVOLUTION GROUP,US31810T1016,ADR/GDR Commissione Pass-Through,,USD,-0.19,USD,-0.19,
21-10-2021,10:32,20-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 60,04 EUR",,,,EUR,1925.45,
21-10-2021,10:32,20-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,60.04,EUR,1985.49,
20-10-2021,18:14,20-10-2021,ADR ON BRF SA,US10552T1079,Credito FX,1.1634,USD,69.20,USD,0.00,a6539260-bd74-4f77-9ab0-2102a073547f
20-10-2021,18:14,20-10-2021,ADR ON BRF SA,US10552T1079,Prelievo FX,,EUR,-59.48,EUR,1925.45,a6539260-bd74-4f77-9ab0-2102a073547f
20-10-2021,18:14,20-10-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.06,EUR,1984.93,a6539260-bd74-4f77-9ab0-2102a073547f
20-10-2021,18:14,20-10-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1984.99,a6539260-bd74-4f77-9ab0-2102a073547f
20-10-2021,18:14,20-10-2021,ADR ON BRF SA,US10552T1079,"Acquisto 16 ADR on BRF SA@4,325 USD (US10552T1079)",,USD,-69.20,USD,-69.20,a6539260-bd74-4f77-9ab0-2102a073547f
20-10-2021,10:46,19-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 14,38 EUR",,,,EUR,1985.49,
20-10-2021,10:46,19-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,14.38,EUR,1999.87,
19-10-2021,16:50,19-10-2021,CONSOLIDATED COMMUNICA,US2090341072,Credito FX,1.1625,USD,16.56,USD,0.00,15b3e990-8381-4de6-9ad5-e2b65beba442
19-10-2021,16:50,19-10-2021,CONSOLIDATED COMMUNICA,US2090341072,Prelievo FX,,EUR,-14.24,EUR,1985.49,15b3e990-8381-4de6-9ad5-e2b65beba442
19-10-2021,16:50,19-10-2021,CONSOLIDATED COMMUNICA,US2090341072,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1999.73,15b3e990-8381-4de6-9ad5-e2b65beba442
19-10-2021,16:50,19-10-2021,CONSOLIDATED COMMUNICA,US2090341072,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1999.74,15b3e990-8381-4de6-9ad5-e2b65beba442
19-10-2021,16:50,19-10-2021,CONSOLIDATED COMMUNICA,US2090341072,"Acquisto 2 CONSOLIDATED COMMUNICA@8,28 USD (US2090341072)",,USD,-16.56,USD,-16.56,15b3e990-8381-4de6-9ad5-e2b65beba442
19-10-2021,11:16,18-10-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,51 EUR",,,,EUR,2000.24,
19-10-2021,11:16,18-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.51,EUR,1999.73,
19-10-2021,07:34,18-10-2021,,,Credito FX,,EUR,0.20,EUR,2000.24,
19-10-2021,07:34,18-10-2021,,,Prelievo FX,1.1623,USD,-0.24,USD,0.00,
19-10-2021,07:34,18-10-2021,,,Credito FX,,EUR,0.17,EUR,2000.04,
19-10-2021,07:34,18-10-2021,,,Prelievo FX,1.4388,CAD,-0.25,CAD,0.00,
18-10-2021,11:03,15-10-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,96 EUR",,,,EUR,1999.87,
18-10-2021,11:03,15-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.96,EUR,1998.91,
18-10-2021,09:23,15-10-2021,OSISKO GOLD ROYALTIES,CA68827L1013,Dividendo,,CAD,0.33,CAD,0.25,
18-10-2021,09:23,15-10-2021,OSISKO GOLD ROYALTIES,CA68827L1013,Ritenuta sul dividendo,,CAD,-0.08,CAD,-0.08,
18-10-2021,07:23,15-10-2021,FRANKLIN RESOURCES IN,US3546131018,Dividendo,,USD,0.28,USD,0.24,
18-10-2021,07:23,15-10-2021,FRANKLIN RESOURCES IN,US3546131018,Ritenuta sul dividendo,,USD,-0.04,USD,-0.04,
16-10-2021,08:32,15-10-2021,,,Credito FX,,EUR,0.51,EUR,1999.87,
16-10-2021,08:32,15-10-2021,,,Prelievo FX,1.1611,USD,-0.60,USD,0.00,
16-10-2021,05:07,15-10-2021,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.71,USD,0.60,
16-10-2021,05:07,15-10-2021,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
15-10-2021,08:50,15-10-2021,,,Deposito flatex,,EUR,1000.00,EUR,1999.36,
15-10-2021,07:31,14-10-2021,,,Credito FX,,EUR,0.96,EUR,999.36,
15-10-2021,07:31,14-10-2021,,,Prelievo FX,1.1608,USD,-1.12,USD,0.00,
14-10-2021,07:50,13-10-2021,KIRKLAND LAKE GOLD LTD,CA49741E1007,Dividendo,,USD,1.50,USD,1.12,
14-10-2021,07:50,13-10-2021,KIRKLAND LAKE GOLD LTD,CA49741E1007,Ritenuta sul dividendo,,USD,-0.38,USD,-0.38,
13-10-2021,11:33,12-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 53,87 EUR",,,,EUR,998.40,
13-10-2021,11:33,12-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,53.87,EUR,1052.27,
12-10-2021,17:17,12-10-2021,FUTUREFUEL CORP. COMM,US36116M1062,Credito FX,1.1534,USD,61.52,USD,0.00,c2a186f6-919c-4299-bc8e-d3842f93553a
12-10-2021,17:17,12-10-2021,FUTUREFUEL CORP. COMM,US36116M1062,Prelievo FX,,EUR,-53.34,EUR,998.40,c2a186f6-919c-4299-bc8e-d3842f93553a
12-10-2021,17:17,12-10-2021,FUTUREFUEL CORP. COMM,US36116M1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.03,EUR,1051.74,c2a186f6-919c-4299-bc8e-d3842f93553a
12-10-2021,17:17,12-10-2021,FUTUREFUEL CORP. COMM,US36116M1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1051.77,c2a186f6-919c-4299-bc8e-d3842f93553a
12-10-2021,17:17,12-10-2021,FUTUREFUEL CORP. COMM,US36116M1062,"Acquisto 8 FUTUREFUEL CORP. COMM@7,69 USD (US36116M1062)",,USD,-61.52,USD,-61.52,c2a186f6-919c-4299-bc8e-d3842f93553a
11-10-2021,10:16,08-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 50,49 EUR",,,,EUR,1052.27,
11-10-2021,10:16,08-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,50.49,EUR,1102.76,
08-10-2021,18:25,08-10-2021,ADR ON BRF SA,US10552T1079,Credito FX,1.1554,USD,57.72,USD,0.00,31d9e9c2-24bb-4086-b849-04ca05066e28
08-10-2021,18:25,08-10-2021,ADR ON BRF SA,US10552T1079,Prelievo FX,,EUR,-49.95,EUR,1052.27,31d9e9c2-24bb-4086-b849-04ca05066e28
08-10-2021,18:25,08-10-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.04,EUR,1102.22,31d9e9c2-24bb-4086-b849-04ca05066e28
08-10-2021,18:25,08-10-2021,ADR ON BRF SA,US10552T1079,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1102.26,31d9e9c2-24bb-4086-b849-04ca05066e28
08-10-2021,18:25,08-10-2021,ADR ON BRF SA,US10552T1079,"Acquisto 12 ADR on BRF SA@4,81 USD (US10552T1079)",,USD,-57.72,USD,-57.72,31d9e9c2-24bb-4086-b849-04ca05066e28
07-10-2021,10:16,06-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 113,92 EUR",,,,EUR,1102.76,
07-10-2021,10:16,06-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,113.92,EUR,1216.68,
06-10-2021,17:47,06-10-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,Credito FX,1.1526,USD,130.72,USD,0.00,e13e22d6-eb55-4475-b9b4-e9a2606c8454
06-10-2021,17:47,06-10-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,Prelievo FX,,EUR,-113.41,EUR,1102.76,e13e22d6-eb55-4475-b9b4-e9a2606c8454
06-10-2021,17:47,06-10-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1216.17,e13e22d6-eb55-4475-b9b4-e9a2606c8454
06-10-2021,17:47,06-10-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1216.18,e13e22d6-eb55-4475-b9b4-e9a2606c8454
06-10-2021,17:47,06-10-2021,CHEWY INC. CLASS A COMMON STOCK,US16679L1098,"Acquisto 2 CHEWY INC. CLASS A COMMON STOCK@65,36 USD (US16679L1098)",,USD,-130.72,USD,-130.72,e13e22d6-eb55-4475-b9b4-e9a2606c8454
06-10-2021,11:46,05-10-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 240,96 EUR",,,,EUR,1216.68,
06-10-2021,11:46,05-10-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,240.96,EUR,1457.64,
05-10-2021,18:07,05-10-2021,APPLE INC. - COMMON ST,US0378331005,Credito FX,1.1598,USD,283.32,USD,0.00,dcc4c99a-0a2b-40a5-8725-149bd5e6c354
05-10-2021,18:07,05-10-2021,APPLE INC. - COMMON ST,US0378331005,Prelievo FX,,EUR,-244.28,EUR,1216.68,dcc4c99a-0a2b-40a5-8725-149bd5e6c354
05-10-2021,18:07,05-10-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1460.96,dcc4c99a-0a2b-40a5-8725-149bd5e6c354
05-10-2021,18:07,05-10-2021,APPLE INC. - COMMON ST,US0378331005,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1460.97,dcc4c99a-0a2b-40a5-8725-149bd5e6c354
05-10-2021,18:07,05-10-2021,APPLE INC. - COMMON ST,US0378331005,"Acquisto 2 APPLE INC. - COMMON ST@141,66 USD (US0378331005)",,USD,-283.32,USD,-283.32,dcc4c99a-0a2b-40a5-8725-149bd5e6c354
05-10-2021,07:37,04-10-2021,,,Prelievo FX,,EUR,1.22,EUR,1461.47,
05-10-2021,07:37,04-10-2021,,,Prelievo FX,1.1631,USD,-1.43,USD,0.00,
04-10-2021,07:53,01-10-2021,COCA-COLA COMPANY (THE,US1912161007,Dividendo,,USD,1.68,USD,1.43,
04-10-2021,07:53,01-10-2021,COCA-COLA COMPANY (THE,US1912161007,Ritenuta sul dividendo,,USD,-0.25,USD,-0.25,
02-10-2021,07:32,01-10-2021,,,Prelievo FX,,EUR,2.61,EUR,1460.25,
02-10-2021,07:32,01-10-2021,,,Prelievo FX,1.1604,USD,-3.04,USD,0.00,
01-10-2021,15:10,30-09-2021,,,Flatex Interest,,EUR,-2.65,EUR,1457.64,
01-10-2021,07:42,30-09-2021,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,3.04,
01-10-2021,07:42,30-09-2021,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,2.86,
01-10-2021,07:33,30-09-2021,FNF GROUP OF FIDELITY,US31620R3030,Dividendo,,USD,3.20,USD,2.89,
01-10-2021,07:33,30-09-2021,FNF GROUP OF FIDELITY,US31620R3030,Ritenuta sul dividendo,,USD,-0.48,USD,-0.31,
01-10-2021,07:26,30-09-2021,OUTFRONT MEDIA INC. CO,US69007J1060,Dividendo,,USD,0.20,USD,0.17,
01-10-2021,07:26,30-09-2021,OUTFRONT MEDIA INC. CO,US69007J1060,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
29-09-2021,10:34,28-09-2021,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 63,96 EUR",,,,EUR,1460.29,
29-09-2021,10:34,28-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,63.96,EUR,1524.25,
28-09-2021,15:40,28-09-2021,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,Credito FX,1.1663,USD,74.00,USD,0.00,64511c85-7aff-4717-9a0f-a2720168f361
28-09-2021,15:40,28-09-2021,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,Prelievo FX,,EUR,-63.45,EUR,1460.29,64511c85-7aff-4717-9a0f-a2720168f361
28-09-2021,15:40,28-09-2021,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,1523.74,64511c85-7aff-4717-9a0f-a2720168f361
28-09-2021,15:40,28-09-2021,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,1523.75,64511c85-7aff-4717-9a0f-a2720168f361
28-09-2021,15:40,28-09-2021,ADR ON JAMES HARDIE INDUSTRIES PLC,US47030M1062,Acquisto 2 ADR on James Hardie Industries PLC@37 USD (US47030M1062),,USD,-74.00,USD,-74.00,64511c85-7aff-4717-9a0f-a2720168f361
24-09-2021,10:46,23-09-2021,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,27 EUR",,,,EUR,1524.25,
24-09-2021,10:46,23-09-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.27,EUR,1522.98,
23-09-2021,09:11,22-09-2021,ENI .,IT0003132476,Dividendo,,EUR,1.72,EUR,1524.25,
23-09-2021,09:11,22-09-2021,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.45,EUR,1522.53,
